word,log_cnt
preocupado,4.36395
preocupante,3.018284
preocuparse,4.358525
preparación,3.494433
preparada,4.005052
preparado,4.462907
preparar,4.039374
prepararse,3.570893
preposición,1.799341
prepotencia,2.123852
prepotente,2.451786
presa,3.835564
presagio,2.870989
prescindible,2.587711
prescripción,2.857332
presencia,4.22727
presentable,2.837588
presentación,3.863442
presentar,4.025838
presentarse,3.665956
presente,4.344215
presentes,3.722881
presentimiento,3.815578
presentir,2.041393
preservación,2.762679
preservar,3.286681
preservativo,2.681241
presidencia,3.363612
presidenta,3.738939
presidente,4.882855
presidentes,3.171141
presión,4.395326
presionado,3.090963
presionar,3.380573
preso,3.803594
presos,3.600537
prestación,2.064458
prestado,3.879497
préstamo,3.777209
préstamos,3.323046
prestar,3.543199
prestigio,3.197281
presumido,3.027757
presumir,3.161368
presupuesto,3.756484
pretencioso,2.929419
pretender,3.386499
pretensión,2.472756
preveer,1.851258
prevención,2.843233
prevenido,2.710963
prevenir,3.445604
previa,3.169968
previo,3.283301
previsión,2.720986
previsor,1.995635
previsto,3.612148
prima,3.974097
primar,1.230449
primaria,3.513484
primario,3.1329
primas,3.024486
primate,2.460898
primavera,4.096423
primaveras,2.193125
primer,5.029461
primera,5.181126
primero,5.159453
primeros,4.218115
primicia,2.888741
primitiva,3.030195
primitivo,3.198657
primitivos,2.930949
primo,4.27937
primordial,2.863917
primos,3.584557
princesa,4.394627
princesas,2.987666
principal,4.465873
príncipe,4.405824
principio,4.620646
principios,3.957176
prioridad,3.805297
prioridades,3.305566
prioritario,2.710117
priorizar,2.117271
prisa,4.659279
prisión,4.558324
prisionero,4.070666
prisma,2.198657
privacidad,3.655523
privación,2.675778
privada,4.058502
privado,4.290502
privar,2.447158
privilegiado,2.652246
privilegio,3.682506
privilegios,3.369772
pro,3.366049
proactivo,1.875061
probabilidad,3.485721
probabilidades,3.778947
probable,4.145538
probablemente,4.877268
probar,4.459498
problema,5.320225
problemas,5.120446
problemática,2.872739
problemático,3.137037
procedencia,2.666518
proceder,3.500785
procedimiento,3.92028
prócer,1.230449
procesador,2.818226
procesar,3.245513
proceso,4.245759
procesos,3.000434
procrastinar,0.845098
procrear,2.677607
producción,3.902166
produce,3.690019
producido,3.300813
producir,3.576802
productividad,2.596597
productivo,2.946452
producto,3.927627
productor,3.753889
productos,3.824581
profano,2.534026
profe,2.91803
profecía,3.547282
profesión,3.842734
profesional,4.301225
profesionales,3.79588
profesor,4.694272
profesora,3.873437
profesores,3.73456
profunda,3.827369
profundidad,3.725585
profundizar,2.669317
profundo,4.260787
profundos,3.27738
programa,4.676529
programación,3.287354
programar,2.988559
programas,3.819215
progresar,2.904716
progresista,2.605305
progreso,3.876276
prohibición,3.09482
prohibido,3.949585
prohibir,2.921686
prójimo,3.085291
prole,2.4133
proletariado,2.647383
prolija,1.886491
prolijidad,1.176091
prolijo,2.271842
prolongación,1.892095
prolongado,2.729165
prolongar,2.817565
promedio,3.582631
promesa,4.147584
promesas,3.758685
prometer,3.408579
promiscuo,2.33646
promoción,3.449324
promover,3.043362
pronombre,1.963788
pronóstico,3.155032
pronta,2.556303
prontitud,2.178977
pronto,5.152545
pronunciar,3.225051
propaganda,3.415474
propia,4.736572
propias,4.120475
propiedad,4.249125
propiedades,3.675962
propietario,3.648165
propina,3.613419
propinar,1.361728
propio,4.702275
propios,4.221049
proponer,3.299071
proporción,3.084934
proposición,3.390405
propósito,4.449833
propuesta,3.910944
propuestas,3.000434
propulsor,2.745855
prosa,2.666518
proseguir,2.85187
prospecto,2.457882
prosperar,2.716838
prosperidad,3.273233
prospero,1.991226
prostitución,3.261976
prostituta,3.928857
protagonista,3.363612
protección,4.236134
protector,3.658774
protectora,3.070776
protege,3.765072
proteger,4.316662
protegerse,3.496376
protegido,3.703721
proteína,3.041393
proteínas,3.203577
protesta,3.535294
protestante,2.959041
protestar,3.204391
protocolo,3.73054
protón,2.100371
prototipo,3.352761
protuberancia,2.324282
provecho,3.497068
provechoso,2.526339
proveedor,3.308778
proveer,3.101403
provincia,3.382377
provincias,2.994757
provisorio,1.991226
provoca,3.507181
provocador,2.469822
provocar,3.571476
próxima,4.706564
proximidad,2.953276
próximo,4.482716
proyección,3.285782
proyectar,2.948902
proyectil,3.033021
proyecto,4.357935
proyector,2.941014
proyectos,3.546296
prudencia,2.968016
prudente,3.534661
prueba,4.833007
pruebas,4.658441
prurito,1.176091
psicoanálisis,2.658011
psicóloga,2.868056
psicología,3.46938
psicológica,3.146128
psicológico,3.322633
psicólogo,3.341632
psicópata,3.678245
psicosis,2.984527
psicótico,3.075182
psiquiatra,3.854063
psiquiatría,3.180986
psiquiátrico,3.425208
psiquis,2.485721
púa,2.595496
puaj,2.603144
púas,2.951823
pub,3.305136
pubertad,3.006038
pública,3.9861
publicación,3.017033
publicar,3.502837
publicidad,3.954243
público,4.570893
públicos,3.444357
puchero,2.235528
pucho,1.732394
pudiente,1.832509
pudor,2.585461
pueblo,4.919397
pueblos,3.696444
puede,5.830394
puedo,5.944785
puente,4.44406
puentes,3.370698
puerca,2.511883
puerco,3.43313
puercoespín,2.378398
puerta,5.189204
puertas,4.423148
puerto,4.056714
puesto,4.8181
puestos,4.052617
pujante,1.770852
pujanza,1.079181
pulcra,2.0
pulcritud,1.982271
pulcro,2.465383
pulga,2.780317
pulgada,3.191451
pulgar,3.504743
pulgas,3.259355
pulido,2.681241
pulir,2.906874
pulmón,3.526985
pulmones,3.856124
pulpa,2.515874
pulpo,3.094122
pulsar,2.850033
pulsera,3.301247
pulseras,2.833147
pulso,3.989361
pum,3.515741
puma,2.991669
punk,3.266702
punta,4.011866
puntaje,2.950851
puntapié,2.447158
puntas,3.264582
puntería,3.373464
puntero,2.38739
puntiagudo,2.471292
puntilloso,1.973128
punto,5.030215
puntos,4.341138
puntuación,3.12156
puntual,3.312177
puntualidad,2.805501
punzante,2.574031
puñal,3.067071
puño,3.661339
puños,3.370143
pupila,2.703291
pupilo,2.537819
pupitre,2.44248
pura,4.147212
puras,3.221936
puré,3.289589
pureza,3.344392
purga,2.58995
purificar,2.499687
puro,4.068149
puros,3.484442
pus,2.85309
puta,4.98557
putas,3.970672
puteada,1.361728
putear,2.041393
puto,4.296138
putos,3.650987
putrefacción,2.463893
putrefacto,2.344392
puzzle,2.768638
que,7.185962
quebrada,2.819544
quebradizo,1.892095
quebrado,3.337659
quebradura,1.278754
quebrantar,2.499687
quebranto,1.845098
quebrar,3.163161
queda,4.958153
quedado,4.263376
quedar,4.476716
quedarse,4.705154
quehacer,1.959041
quehaceres,2.644439
queja,3.759366
quejar,2.928396
quejarse,3.647481
quejas,3.732313
quejoso,2.056905
quema,3.77561
quemada,3.340246
quemado,3.764101
quemador,2.340444
quemadura,3.018284
quemar,3.772542
quemarse,3.178401
querella,2.220108
querer,4.355834
quererse,2.414973
querida,4.858399
querido,4.848571
queridos,3.915505
queso,4.228888
quesos,2.900913
quiebra,3.396374
quiebre,2.674861
quién,5.80009
quiere,5.592744
quiero,5.949599
quieta,3.783689
quieto,4.279256
quietud,2.695482
quijote,3.045323
quilombo,2.31597
química,3.786183
químico,3.464639
químicos,3.52153
quince,3.971786
quiniela,2.08636
quinta,3.780533
quinto,3.807061
quirófano,3.563718
quiroga,1.278754
quisquilloso,2.828015
quita,4.077477
quitado,3.756484
quitar,4.043323
quito,3.559068
quizá,5.275288
quizás,5.132637
rábano,2.689309
rabia,3.744528
rabieta,2.418301
rabioso,3.065206
rabo,3.205746
racha,3.358886
racial,3.145507
racimo,2.354108
raciocinio,2.068186
ración,3.139564
racional,3.386321
racionalidad,2.285557
racismo,3.049606
racista,3.479719
rada,2.305351
radar,3.794627
radiación,3.840733
radiador,3.09482
radial,2.813581
radiante,3.318689
radical,3.403635
radio,4.56772
raíces,3.723374
raíz,3.528145
raja,3.274389
rajado,2.507856
rajadura,2.060698
rajar,2.578639
rallado,2.269513
rallador,2.10721
rallar,1.643453
rama,3.583879
ramaje,1.0
ramal,2.053078
ramas,3.432167
rambla,1.826075
ramita,2.501059
ramo,3.270912
rampa,3.254548
rana,3.584896
rancho,3.799616
rancio,2.665581
rango,3.841359
ranking,2.403121
rap,3.285557
rapaz,2.585461
rape,2.100371
rapero,2.881955
rápida,4.05873
rápidamente,4.159537
rapidez,3.40807
rápido,5.190049
rápidos,3.576572
rapiña,2.515874
rapto,2.869818
raqueta,2.781037
rara,4.163698
raras,3.787885
rareza,2.760422
raro,4.785024
raros,3.730782
ras,2.534026
rascacielos,2.97359
rascar,2.567026
rascarse,2.755112
rasgado,2.419956
rasgar,2.429752
rasgo,2.874482
rasgos,3.212454
raso,2.933993
raspar,2.348305
raspón,2.100371
rastrero,2.605305
rastrillo,2.680336
rastro,4.073462
rata,4.068
ratas,3.983536
ratero,2.569374
ratito,3.273696
rato,4.596355
ratón,3.810501
ratones,3.528531
ratos,2.891537
ravioles,2.367356
raya,3.712902
rayada,2.206826
rayado,2.735599
rayar,2.227887
rayas,3.313023
rayo,4.021313
rayos,4.359608
raza,4.085826
razas,3.217221
razón,5.318305
razona,2.550228
razonable,3.99273
razonamiento,3.103462
razonar,3.184123
razones,4.285692
razono,1.690196
rea,2.487138
reacción,4.038064
reaccionar,3.378034
reacciones,3.274389
reacio,2.561101
reactivo,2.25042
reafirmar,2.235528
real,4.823526
reales,4.027716
realeza,3.250176
realidad,5.041254
realidades,2.880242
realista,3.522183
realiza,3.18949
realizable,1.623249
realización,2.885926
realizada,2.91803
realizado,3.46746
realizar,3.852114
realmente,5.295435
rearmar,1.982271
rebaja,2.786041
rebajar,2.686636
rebaño,3.367915
rebelar,1.672098
rebelde,3.635081
rebeldes,3.75496
rebeldía,2.693727
rebelión,3.494155
rebenque,0.60206
rebuscado,2.245513
recado,3.505286
recapacitar,2.184691
recatado,1.863323
recato,1.954243
recaudación,3.046885
recelo,2.356026
recepción,3.853637
receptor,3.221414
receta,3.786893
recetas,3.257679
rechazado,3.546049
rechazar,3.496653
rechazo,3.506505
recibe,3.967408
recibido,4.304727
recibimiento,2.71265
recibir,4.297892
recibo,3.97044
recibos,3.227115
reciclable,1.863323
reciclado,2.552668
reciclaje,2.764176
reciclar,2.522444
recién,4.220814
reciente,3.724194
recinto,3.174351
recio,2.489958
recipiente,3.286456
recipientes,2.858537
reciprocidad,2.176091
recíproco,2.346353
recital,3.104146
reclamar,3.371622
reclame,2.380211
reclamo,3.093422
recluido,2.50515
recoger,4.204011
recolectar,2.935507
recomenzar,2.511883
recompensa,4.065654
recomponer,2.38739
reconciliar,2.423246
reconfortante,3.184691
reconocer,3.844974
reconocido,3.639088
reconocimiento,3.855882
reconsiderar,3.017451
reconstruir,3.437116
récord,3.648555
recordado,3.370143
recordar,4.425045
recordatorio,3.05423
recorrer,3.480725
recorrido,3.633367
recortar,2.843233
recorte,2.859138
recostarse,2.628389
recreación,2.886491
recrear,3.006466
recreo,3.28892
recta,3.482016
rectangular,2.178977
rectángulo,2.209515
rectas,2.60206
rectitud,2.766413
recto,3.636688
recubrir,1.568202
recuerdo,4.918869
recuerdos,4.280851
recuperación,3.683047
recuperar,4.222638
recurrente,2.680336
recurrir,3.295347
recurso,3.384174
recursos,3.973913
red,4.40946
redacción,3.1827
redactar,2.691965
redes,3.364926
redonda,3.408918
redondas,2.676694
redondel,0.69897
redondez,1.612784
redondo,3.205475
redondos,2.69897
reducción,3.163758
reducido,3.347915
reducir,3.583426
redundancia,2.232996
reemplazo,3.373647
reencarnación,2.928908
reencuentro,2.666518
referencia,3.594945
referencias,3.463146
referente,3.037426
referentes,2.187521
referir,2.071882
referirse,3.024896
refinado,3.006894
reflejo,3.55594
reflexión,2.931458
reflexionar,3.219323
reflexivo,2.045323
reforma,3.196176
reformar,2.595496
reforzar,3.028571
refrán,2.816241
refrescante,3.079543
refrescar,2.720986
refresco,3.497483
refrigerio,2.563481
refuerzo,3.122544
refugiado,2.945961
refugiar,1.633468
refugio,3.960566
refutación,2.260071
refutar,2.555094
regadera,2.545307
regala,2.991226
regalado,3.190332
regalar,3.126131
regalo,4.644005
regalos,4.100026
regañar,2.424882
regaño,2.252853
regar,2.789581
régimen,3.455454
regio,2.255273
región,3.771293
regional,3.190332
regiones,3.052309
registrar,3.49304
registro,4.164502
registros,4.026942
regla,4.184777
reglamentar,1.146128
reglamento,3.320146
reglamentos,2.547775
reglas,4.520968
regocijo,2.733999
regresar,4.666031
regreso,4.586677
regulación,2.652246
regular,3.501744
rehacer,2.935507
rehén,3.6917
rehusar,2.584331
reina,4.570835
reinado,3.146128
reinar,2.755112
reiniciar,2.776701
reino,4.211414
reintentar,0.954243
reinventar,2.187521
reír,3.97322
reiterado,1.342423
reiterar,1.959041
reiterativo,1.278754
reivindicación,2.260071
reivindicar,2.033424
reja,3.133539
rejas,3.448552
rejilla,2.926342
rejunte,1.113943
relación,4.639108
relacionado,3.75656
relacionar,2.731589
relacionarse,3.175222
relaciones,4.295303
relajación,2.745075
relajada,3.016197
relajado,3.322426
relajante,3.101747
relajar,2.928908
relajarse,3.649335
relajo,2.468347
relámpago,3.365675
relámpagos,2.90309
relatar,2.385606
relatividad,2.633468
relativo,2.958564
relato,3.304059
relatos,2.859138
relax,2.815578
relegado,2.079181
relevancia,2.906874
relevante,3.375846
relevo,3.090611
relieve,2.465383
religión,3.950657
religiones,3.095169
religiosa,3.528274
religioso,3.574147
religiosos,3.26811
reliquia,3.145196
rellena,2.918555
rellenar,3.179552
relleno,3.373647
reloj,4.431122
relojero,2.535294
reluciente,2.923244
relucir,2.870989
remar,2.997823
remarcar,2.167317
remate,3.246991
remedio,3.903361
remedios,2.990783
rememorar,1.968483
remendar,2.235528
remera,2.947434
remiendo,1.995635
remo,3.214844
remodelar,2.33646
remolacha,2.618048
remolino,2.850033
remordimiento,3.281715
remos,3.102091
remoto,3.581267
remover,3.122216
remuneración,2.232996
renacer,2.876795
renacimiento,3.213783
rencor,3.560385
rendición,3.234517
rendido,3.237544
rendimiento,3.184407
rendir,3.302114
rendirse,3.716421
renegado,2.892651
renegar,2.214844
renglón,2.0
renglones,1.716003
reno,3.427486
renombrado,2.556303
renos,2.89487
renovable,2.359835
renovación,2.957607
renovar,3.006466
renta,3.659726
rentar,2.756636
renuncia,3.615424
renunciar,3.94978
reñir,2.281033
reo,2.821514
reojo,2.447158
reos,2.830589
reparación,3.248954
reparar,3.671358
reparo,2.689309
repartido,2.636488
repartir,3.311754
reparto,3.450095
repasar,3.200577
repecho,0.778151
repelente,2.777427
repeler,2.547775
repensar,2.178977
repente,4.415241
repentino,3.383097
repertorio,2.841985
repetición,3.156246
repetido,2.870989
repetir,3.762078
repetitivo,2.394452
repisa,2.912753
repleto,3.124178
réplica,3.093422
replicar,2.468347
repollo,2.828015
reponer,2.593286
reportaje,3.463744
reporte,3.965578
reposar,2.822822
reposo,3.24005
reprender,1.986772
represa,2.742725
representación,3.445137
representante,3.824646
representantes,3.327155
representar,3.41946
representativo,2.08636
represión,2.930949
represor,0.845098
reprimido,2.740363
reprimir,2.737193
reprobar,2.494155
reprochar,2.1959
reproche,2.641474
reproducción,3.117271
reproducir,2.834421
reproductor,2.932474
reptar,1.792392
reptil,2.888179
reptiles,2.965202
república,3.836957
republicano,3.271609
repudiable,1.255273
repudio,1.908485
repuesto,3.325721
repugnancia,2.507856
repugnante,3.762679
repulsión,2.498311
repulsivo,3.025306
reputación,4.078566
requerimiento,2.588832
requerir,2.621176
requisito,2.800717
res,2.814248
resaca,3.400538
resalta,2.535294
resaltador,1.079181
resaltar,2.664642
resbaladizo,2.716838
resbalar,2.488551
resbaloso,2.575188
rescatar,3.586475
rescate,4.113107
resentido,3.0
resentimiento,3.154728
resentir,1.662758
resentirse,1.724276
reserva,4.028815
reservado,3.619302
reservar,3.133219
resfriado,3.536053
resfrío,2.845718
resguardar,2.033424
resguardo,2.842609
residencia,3.827369
residual,2.760422
residuo,2.923762
residuos,3.307282
resignación,2.401401
resignar,1.812913
resiliencia,0.845098
resina,2.656098
resistencia,4.000998
resistente,3.293584
resistir,3.744684
resolución,3.361539
resolver,4.224067
resorte,2.694605
respaldo,3.39794
respecto,4.491194
respetable,3.580583
respetado,3.364551
respetar,3.653598
respetarse,2.324282
respeto,4.546814
respetuoso,2.953276
respira,4.168821
respiración,3.816573
respirar,4.216957
respiro,3.699231
resplandecer,1.986772
resplandeciente,2.863917
resplandor,3.124504
responde,4.108802
responder,4.16468
responsabilidad,4.285625
responsabilidades,3.66792
responsabilizar,2.012837
responsable,4.393347
responsables,3.727379
respuesta,4.703438
respuestas,4.198795
resta,2.860937
restante,2.783189
restar,2.326336
restas,1.770852
restaurante,4.370347
restaurar,3.211921
resto,4.834675
restos,3.968623
restricción,3.086716
restringido,2.916454
restringir,2.32838
resuelto,3.82007
resulta,4.369846
resultado,4.282599
resultados,4.218903
resultar,3.484015
resumen,3.514548
resumido,2.068186
resumir,2.779596
resurgir,2.264818
resurrección,3.357363
retar,2.550228
retardado,3.241048
retardo,2.257679
retazo,1.633468
retener,3.233504
retina,2.693727
retirado,3.682326
retirar,3.618153
retirarse,3.994097
retiro,3.87396
reto,3.736317
retomar,3.037825
retorcer,2.354108
retorcido,3.227115
retornar,2.770115
retorno,3.458336
retos,2.915927
retraído,2.30963
retrasado,3.746401
retrasar,3.102777
retraso,3.803662
retrato,3.745855
retribución,2.673942
retribuir,1.954243
retro,2.665581
retroalimentación,2.340444
retroceder,3.533136
retroceso,2.829304
retrogrado,1.342423
reunión,4.61574
reuniones,3.838975
reunir,3.714749
reutilizable,1.278754
reutilizar,1.724276
revelar,3.596487
revelarse,2.636488
reventar,3.34733
rever,1.94939
reverencia,3.2284
reverente,1.662758
revés,3.919287
revisar,4.090258
revisión,3.556544
revista,4.159898
revistas,3.780533
revivir,3.211654
revocar,2.605305
revoltoso,2.178977
revolución,4.016323
revolucionario,3.297104
revolver,3.180699
revólver,3.684037
revuelta,3.140508
revuelto,2.954243
rey,4.906653
reyes,3.952841
rezar,3.831806
rezo,3.475526
rezongar,1.342423
rezongo,0.60206
ribera,2.812913
rica,4.018659
ricas,3.305566
rico,4.48687
ricos,4.138713
ridículo,4.43345
ríe,3.664642
riego,2.706718
riel,2.528917
rieles,2.711807
riendas,3.150449
riesgo,4.356389
riesgos,3.821448
riesgoso,2.950851
rifa,2.672098
rifle,3.930745
rigidez,2.563481
rígido,3.079543
rigor,2.904716
riguroso,2.720986
rima,3.225309
rimas,2.773786
rincón,3.642563
ring,3.515741
rinoceronte,3.06558
riña,2.885926
riñas,2.510545
riñón,3.550595
río,4.553689
rioplatense,0.30103
ríos,3.44917
riqueza,3.664548
riquezas,3.262925
riquísimo,2.770852
risa,3.918921
risas,3.356408
risueño,2.30963
ritmo,4.141293
rito,3.028571
ritos,2.924796
ritual,3.689486
rival,3.535927
rivales,3.296446
rivalidad,2.848189
river,3.533391
rizo,2.537819
rizos,2.949878
roba,3.685652
robado,4.247507
robar,4.323458
robin,4.061716
roble,3.264346
robo,4.331448
robos,3.551084
robot,3.998303
robusto,2.879096
roca,4.05873
rocas,3.929623
roce,2.824126
rocha,2.494155
rocío,3.033021
rock,4.204663
rockero,2.481443
rodado,2.761928
rodar,3.649043
rodear,2.867467
rodilla,3.724931
rodillas,4.116143
rodrigo,3.106531
rodríguez,3.07664
roedor,2.778874
roer,2.494155
rogar,3.2284
roja,4.2987
rojas,3.756103
rojizo,2.542825
rojo,4.517908
rojos,3.77386
rol,3.338257
roles,2.808886
rollo,3.856487
rollos,3.261501
roma,4.359741
romance,3.810703
romano,3.706974
