word,log_cnt
gitano,3.217221
médula,3.366796
microscópica,2.247973
mitocondria,1.322219
móviles,3.267875
casillas,2.883661
endometrio,0.778151
fotovoltaico,0.60206
leucocitos,2.262451
núcleos,2.332438
terroristas,4.008643
lápidas,2.485721
tumbas,3.599009
recoleta,0.477121
ochentas,1.80618
almuerza,2.346353
frugal,1.939519
colillas,2.68842
fregona,2.658011
hermanastras,1.94939
polvorienta,2.170262
servidora,2.4133
sirvienta,3.446226
erizas,0.60206
leños,2.30963
niza,3.068557
escrutinio,2.474216
muestreo,1.986772
desaprobación,2.390935
oclusión,1.944483
veda,2.788875
clausurar,2.271842
prohíbe,3.196729
rectificar,2.579784
centenar,2.884229
dies,2.190332
asimov,1.939519
bicentenario,2.281033
graciela,2.09691
toce,0.778151
cetro,2.903633
milímetros,3.197281
ecuánime,1.869232
enmedio,2.647383
equidistante,1.278754
focalizado,1.342423
sesudo,1.414973
cabecera,2.941014
park,4.027105
zaguero,1.579784
cívico,2.686636
equidistancia,0.477121
fruncido,2.382017
fruncir,2.247973
adusto,1.39794
guiñada,1.230449
conozca,3.830268
erosión,2.506505
peinador,1.653213
depilatoria,1.544068
arnica,1.278754
revestir,1.690196
bocanada,2.457882
guille,1.579784
persiana,2.575188
verja,2.980458
baya,2.222716
vallado,1.94939
fortificado,2.267172
adjunta,2.557507
allegada,1.740363
inmediata,3.486147
caserío,1.653213
próximos,3.846461
íntimos,3.330819
perfiles,2.942504
vallar,0.778151
carca,1.869232
portera,2.744293
chacha,2.404834
porcina,2.230449
chanchas,0.845098
cochinas,1.982271
crin,2.283301
chuleta,2.948902
patatas,3.846275
asquerosidad,2.287802
capitalistas,2.705864
caprinos,0.30103
maleducados,2.303196
piara,1.518514
porcinos,1.342423
cajita,2.998695
muesli,1.568202
encefálico,1.944483
intrincados,1.748188
neurociencias,0.954243
neuronal,2.658965
cerebelo,2.260071
cherry,3.254306
cerezos,2.457882
marrasquino,1.819544
kelvin,3.042182
clausurada,2.004321
frascos,2.968483
obstruida,1.954243
ocluida,0.60206
protegida,3.367915
trabada,2.716838
trancada,2.158362
clausurado,2.222716
brete,1.913814
close,2.752048
deshabilitado,2.079181
ocluido,0.90309
obturados,0.845098
clausurados,0.954243
concluidos,1.278754
culos,3.451633
enclaustrados,1.079181
herméticos,1.763428
inaccesibles,2.155336
inviolables,1.623249
limitados,2.826075
ocluidos,0.30103
sofoque,1.50515
trabados,1.924279
ojeras,2.537819
cencerro,2.123852
yerro,1.431364
mirilla,2.495544
becerros,2.11059
colinas,3.681422
morros,2.419956
valles,2.864511
seguridades,1.944483
fidedigno,1.973128
amargor,1.50515
patricia,3.465532
placebo,2.475671
augusto,3.163161
gesta,1.886491
trenzado,2.082785
charca,2.498311
finca,3.317018
chacal,2.907949
chala,1.531479
antibalas,2.982723
gurú,3.026533
curandero,2.829947
brujos,2.736397
champán,3.840859
espumante,1.863323
brut,1.491362
burbujeante,2.396199
champú,3.130655
ganó,4.088136
champiñones,2.931458
parlotear,2.472756
versear,0.30103
langa,0.845098
parlarse,0.477121
vendedores,3.351796
farandulero,0.69897
palabrero,0.30103
parloteo,2.643453
hacen,4.968291
cupos,1.612784
risueña,2.143015
chifla,2.082785
ojota,0.60206
sandalia,2.389166
chinela,1.278754
chancla,1.079181
chinelas,1.740363
sicología,2.158362
psicopático,1.278754
tranza,1.146128
avivadas,0.845098
avivados,1.20412
chanclas,1.991226
charlatanes,2.578639
curros,1.544068
embusteros,2.283301
irrespetuosos,1.982271
irresponsables,2.564666
tramposos,2.771587
capó,2.991226
chapita,1.361728
derretida,2.463893
matricula,2.60206
battle,2.644439
blazer,2.401401
mosqueta,1.041393
trajo,4.334072
encharcado,1.518514
poza,1.934498
conversa,2.481443
carla,3.706462
chachara,1.113943
conversamos,2.933487
parlar,1.491362
conferencias,3.43409
discursos,3.512418
ted,4.290391
guaraníes,1.681241
fiasco,2.9154
sorprenderse,2.691081
mocha,2.130334
rasa,1.851258
chapas,2.513218
chatarrero,2.209515
fusca,1.672098
prada,2.78533
arismendi,0.90309
pausas,2.634477
aba,2.155336
preferida,3.285557
rolliza,1.579784
vayan,4.536634
chilindrina,0.477121
kiko,2.212188
hey,5.116501
interjección,1.230449
linguini,2.477121
adolfo,2.704151
cobrado,2.984977
diferido,1.672098
pagaré,3.993701
cotejar,2.178977
chequera,2.840106
visar,1.113943
adinerada,2.489958
agrandada,1.832509
country,3.379487
engreída,2.678518
fruncida,1.591065
millonaria,2.546543
ricachona,1.944483
tuca,0.60206
cajetilla,2.4843
pituco,0.778151
burgueses,2.70757
refinados,2.40824
mods,2.149219
barbies,2.269513
jovencitas,3.09691
mujercitas,2.267172
vaginas,2.962843
chapulín,0.69897
golpen,0.778151
ión,1.623249
porrazo,2.245513
adams,3.647774
mastica,2.802089
masticable,1.80618
carlo,3.596817
pendejos,3.139564
penes,3.195623
intensional,0.60206
chistar,1.982271
hambrear,1.176091
silbe,2.0
guagua,1.869232
mire,4.771499
pinochet,2.361728
chirrido,2.235528
gritito,1.322219
chicago,4.213332
pitido,2.514548
quejido,2.198657
fumigación,2.133539
mary,4.520981
menea,2.60206
moni,2.281033
asiáticos,3.031408
coreanos,2.943
japoneses,3.885983
laboriosos,1.518514
microchip,2.681241
plaqueta,1.69897
bollitos,2.100371
cheddar,2.744293
crocantes,1.954243
embarazadas,3.102777
jovencito,3.67587
simon,4.119652
bajita,2.617
subdesarrollado,1.838849
menudos,2.587711
niñitos,2.678518
pequeñitos,2.683047
puterío,1.591065
cotorreo,1.875061
degradante,2.763428
eleuterio,1.672098
metidos,3.251151
cachivaches,2.164353
conventillo,1.50515
jugosos,2.429752
susurros,2.850033
metida,3.517987
charlatana,2.38739
chistosa,2.770852
criticona,1.724276
entrometida,2.704151
habladora,2.424882
calumniador,1.544068
flama,2.429752
fósforos,3.147367
estrellitas,2.139879
amoladora,1.146128
eléctricas,3.135451
yayo,1.799341
charadas,2.238046
cómicos,2.757396
guepardo,2.403121
silba,2.725095
asadito,1.146128
asados,2.597695
canadiense,3.405688
corderito,2.783904
expiatorio,2.988559
cabrá,2.264818
vio,4.732482
colisionar,2.041393
impericia,0.778151
toparse,2.608526
irresistible,3.243286
tableta,2.609594
bombones,3.082067
exquisitos,2.445604
apure,2.772322
contratado,3.668386
fisión,2.396199
vuelco,2.515874
carritos,2.469822
chori,1.113943
morcilla,2.276462
embutidos,2.222716
parrillada,2.711807
entonado,1.78533
gotea,2.724276
gotera,2.667453
pinchado,2.906335
rebosar,2.30103
propulsión,3.106871
ajada,1.361728
cota,2.499687
pijo,2.361728
mocho,1.792392
pingo,1.60206
jocosa,1.361728
patizambo,1.518514
maciel,0.30103
torcidas,2.40824
degusta,1.079181
libar,1.113943
manar,1.414973
biberón,2.836324
bene,2.956649
chupetón,2.004321
chupón,2.269513
mema,1.863323
pete,4.274643
rechupete,1.748188
tete,1.78533
tetina,1.230449
piruleta,2.294466
gentuza,2.842609
indiscreta,2.528917
charlatanas,1.39794
críticas,3.342817
divulgador,1.176091
envidiosos,2.206826
indiscretas,2.079181
infelices,3.197556
inseguros,2.52763
interesadas,2.689309
juntes,2.184691
chismorrear,1.982271
chismotear,0.30103
cotorrear,2.0
deleznable,1.591065
fisgonear,2.371068
rial,1.113943
cicatrizante,1.079181
rastros,3.675962
cesárea,2.804139
institutriz,3.001301
sutura,2.992554
automovilismo,1.968483
pedalear,2.344392
depilado,2.033424
motociclista,2.678518
astrológico,2.012837
baby,3.844042
circadiano,0.954243
hertz,2.330414
reproductivo,2.130334
triciclo,2.598791
tromba,1.913814
períodos,2.861534
cerramos,3.442323
lapsos,1.812913
lectivo,1.681241
ciprés,2.113943
doscientos,3.482159
ceros,2.908485
cientos,4.234517
descubrimientos,3.11227
exactas,3.096215
disciplinas,2.33646
descubridor,2.276462
probado,3.945272
académicos,2.804139
demostrables,0.954243
fenómenos,3.291147
guardapolvos,1.838849
centuria,1.612784
ochenta,3.401745
veinticinco,3.319314
bloquea,3.214314
cremallera,3.024075
pintas,3.139249
cifrar,1.431364
consultora,2.514548
decenas,3.209783
record,3.394977
colilla,2.652246
cigarrera,2.178977
pitillos,2.049218
tabacos,2.029384
cigarillo,1.968483
habanos,2.419956
magnate,3.012415
nicotina,3.03862
cúspide,2.598791
montana,3.468938
pináculo,2.170262
vigas,2.883093
esculpir,2.243038
picapiedra,2.227887
tallado,2.750508
pujar,2.646404
numero,3.865933
fifty,1.892095
cinéfilo,1.732394
cinema,2.558709
encanta,4.725936
popcorn,1.913814
desapegado,1.39794
decrepitud,1.662758
aislante,2.71265
engomada,1.255273
moños,2.079181
adhesivas,1.755875
adhesivos,2.004321
metricas,0.477121
tape,2.523746
lumbar,2.860338
orión,2.855519
acrobacias,2.694605
bailarinas,3.217221
ris,1.477121
cortocircuito,2.841985
reducida,2.900367
vehicular,2.170262
cuadrangular,2.09691
circunferencias,0.954243
concéntricos,1.982271
viciosos,2.307496
duna,2.440909
persigo,2.771587
rodea,3.4843
pormenor,1.20412
vicisitud,0.845098
episodios,3.103804
damascos,1.755875
níspero,0.30103
anestesistas,1.491362
pordiosero,2.603144
cruento,1.322219
doctos,1.380211
orient,2.049218
sufijo,1.30103
plas,1.447158
textual,1.740363
diurna,2.332438
comillas,2.583199
convocar,2.838849
refranes,2.198657
aclaraciones,1.929419
cenas,3.30771
conoces,4.847628
tacitas,1.690196
turnos,3.462697
autónoma,2.342423
incesante,2.532754
poli,3.972897
kane,3.737352
ciudadana,3.044148
elector,2.113943
orson,3.270446
poblador,0.90309
lugareños,2.739572
urbanos,2.361728
votan,2.788168
urbes,0.954243
diversidades,0.60206
localidades,2.334454
metrópolis,3.310693
poblaciones,2.60206
urbanización,2.61066
civilidad,1.880814
ilustrados,1.991226
incaica,0.69897
romana,3.252368
talleres,2.715167
ciro,2.842609
dantesca,1.079181
nívea,0.778151
prístina,1.643453
translúcida,1.477121
yemas,2.499687
nítidas,1.716003
límpidas,0.778151
bombitas,1.672098
lisas,2.214844
luminosas,2.303196
precisas,3.009026
tranqueras,0.477121
dulcemente,2.911158
nítidos,1.322219
despejados,2.55145
notables,2.687529
aulas,2.646404
presenciales,2.012837
particulares,3.038223
beethoven,3.482731
tops,2.133539
calcificación,1.70757
estigmatizar,1.0
afiches,2.549003
compartimentar,1.361728
intensificar,2.281033
tamaños,2.822822
elitistas,2.079181
marxismo,2.348305
prejuicioso,2.292256
abdicar,2.056905
grita,3.725258
renguear,1.0
reunidos,3.416641
cierres,3.291369
hincar,1.886491
conga,2.334454
martillos,2.699838
canastita,1.342423
chinches,2.535294
inserto,1.929419
mariano,2.704151
cancela,3.312389
clemencia,3.259116
inclemente,2.021189
macaco,1.986772
misericordioso,3.142702
clérigo,3.205204
cuelo,1.944483
sacerdotes,3.382557
bermudas,3.012415
rompehuevos,1.255273
compradores,3.235276
amigotes,2.352183
consumidores,2.909556
parroquianos,2.123852
usuarios,2.928908
temperamentos,1.892095
controles,3.585461
clío,1.255273
femineidad,2.033424
alcantarilla,3.198382
sumidero,2.450249
sentina,2.260071
dolly,3.238799
binomio,1.361728
duplicación,2.164353
gemelar,0.69897
hipoclorito,1.361728
desinfecta,1.672098
clorato,1.763428
ferroso,1.643453
gin,3.222976
coercitivo,1.361728
coartada,3.75557
cercenar,1.146128
desestabilizar,2.30963
reclinar,1.342423
timorato,1.146128
trapero,2.0086
edredón,2.485721
afiliación,2.374748
refugia,2.278754
albergar,2.723456
asilar,0.90309
acojo,1.913814
arropo,1.361728
cubro,3.211121
víboras,3.006894
abonarme,0.954243
money,3.206016
recaudar,3.06032
revancha,3.213518
recaude,1.623249
transformador,2.593286
monetizar,1.146128
peculio,1.079181
multinacional,2.597695
mariguana,2.456366
metanfetamina,2.945961
automovilista,1.929419
usados,3.296226
tocino,3.450403
culinario,2.447158
horneado,2.394452
alimentando,3.003461
asando,2.460898
disfrutando,3.694781
elaborando,2.298853
guisar,2.103804
cocinera,3.472903
maitre,2.296665
esperanto,1.69897
fluvial,2.075547
cocada,0.90309
cucos,1.653213
avaricioso,2.653213
atesora,2.056905
morse,3.118926
criptografía,2.264818
binarios,2.164353
claves,3.198382
codificado,2.961421
convenciones,2.924279
dígitos,2.942504
íconos,1.986772
diodo,1.724276
flexión,2.079181
coeficientes,1.880814
cogida,2.836957
ponerla,3.812312
conductual,1.748188
mentalizado,1.799341
coautor,1.556303
legista,1.643453
cohesión,2.365488
fotón,2.045323
razo,1.591065
petardos,2.833147
espaciales,3.393575
torpedo,3.289143
emolumento,0.60206
puf,2.635484
estridencia,0.69897
reminiscencia,1.643453
simultaneidad,0.778151
coincido,2.887617
causal,1.991226
coincide,3.50637
coincidencias,3.232234
reincidente,2.274158
diferir,2.146128
minusválido,2.485721
toso,2.31597
tuerto,2.865696
bruselas,3.113609
less,2.4843
calador,0.60206
labora,0.954243
platónico,2.518514
tentempié,2.494155
filtrado,2.696356
infiltrado,3.198382
escurrido,1.69897
improductivo,1.838849
tamizado,1.447158
vivillo,0.845098
refinar,2.198657
tamizar,1.462398
desbordo,1.113943
cernir,0.954243
borra,3.168497
tamiz,1.880814
forzada,3.231979
retazos,2.146128
somier,1.591065
cámping,1.39794
dormitar,1.681241
gomaespuma,1.591065
inflable,2.583199
estampillas,2.835691
estampitas,1.431364
etiquetas,3.185825
hobbies,2.514548
aquilatar,0.30103
estampas,1.944483
filatelia,1.414973
colecta,2.924796
papi,4.451771
buses,2.50515
autobuses,3.439806
cólicos,2.271842
comunitarios,2.426511
cooperativo,2.553883
llenos,3.777789
micros,2.403121
compadres,2.537819
correligionarios,1.255273
colegiatura,2.283301
demasiada,3.995635
lorenzo,3.431525
triglicéridos,1.740363
desvariado,1.113943
trapecista,2.252853
trepado,1.959041
colgate,2.075547
gargantilla,2.029384
hipnotizar,2.303196
perchero,2.434569
cuadril,1.146128
pechito,1.491362
cuencas,2.164353
macramé,1.845098
perendengues,0.30103
abella,1.079181
colmada,1.90309
solomillo,2.330414
afilados,2.836324
caninos,2.361728
olmo,3.195623
redundante,2.526339
sito,2.338456
alocar,1.255273
posicionar,1.778151
bogotá,2.394452
márquez,2.463893
cristobal,2.033424
carabelas,1.591065
cristóbal,2.818885
afrodita,2.731589
berro,1.724276
indignidad,2.184691
mercedes,3.611511
semilleros,1.146128
subalterna,1.380211
subordinados,2.721811
poblar,2.117271
colonizar,2.222716
esclavización,1.447158
sometidos,2.545307
coloridos,2.238046
gamma,3.257198
pelirroja,3.359456
teñida,2.276462
acalorada,2.404834
enrojecida,1.653213
ruborizada,1.954243
sonrojada,1.977724
sonrojarse,2.136721
sonrojo,1.973128
pigmentos,1.968483
pintada,3.032619
bizarra,2.238046
coloreada,1.869232
coloradas,1.869232
coloreadas,1.80618
coquetas,1.477121
cromáticas,0.845098
floridas,1.568202
llamativas,2.0086
pintadas,2.822168
primaveral,2.603144
vibrantes,2.075547
vívidas,1.716003
bochinchero,0.778151
coloreado,2.082785
crayones,2.416641
variopinto,1.20412
abismal,1.977724
informativa,2.611723
partenón,2.152288
vértebras,2.60206
apoyos,2.243038
biga,0.845098
francesas,3.230704
pilares,3.040998
postes,2.961421
romanas,2.684845
sostienen,2.767898
templos,2.98945
verticales,2.4133
hamacas,2.143015
mecedora,2.686636
etílico,2.1959
glasgow,2.912753
chávez,2.752816
comandar,2.664642
dirije,2.290035
guerrillero,2.356026
rambo,3.21906
boomerang,2.206826
curvatura,2.565848
curvilínea,1.556303
dobla,3.457276
riquelme,0.778151
herrajes,1.113943
pareo,1.518514
cuadrar,2.056905
entremezclar,0.60206
match,2.510545
tranzar,0.778151
biocombustible,1.755875
carburante,2.281033
diesel,2.964731
motores,3.857031
alimenta,3.461499
ingiere,1.939519
confianzudo,1.255273
simpatizante,2.369216
comedero,2.012837
reseña,2.64836
acotación,1.778151
comen,3.852297
constructivo,2.568202
divulgación,2.240549
aportes,2.012837
decires,0.954243
diálogos,2.854913
interpretaciones,2.654177
pareceres,1.690196
planetarios,2.164353
reflexiones,2.532754
comienza,4.250347
largada,2.252853
mangar,1.763428
experimental,3.258158
genérico,2.385606
mercantil,2.305351
tanda,2.568202
negociante,2.748188
afanador,0.30103
narcotraficante,2.936514
compraventa,1.851258
adefesios,1.462398
adheridos,1.70757
almacenes,3.224792
perecederos,1.770852
víveres,2.959041
digerible,1.740363
masticables,1.792392
rombo,2.017033
asteroide,3.075547
incurrir,1.845098
perpetrar,1.886491
sarna,2.222716
humorística,1.579784
humorista,2.528917
almuerzos,2.929419
chucrut,2.257679
criollas,1.176091
deliciosas,3.065953
sabir,1.653213
inicios,2.643453
enzo,2.919078
génesis,3.177248
catador,1.986772
dylan,3.768342
panzón,2.298853
rellenito,1.826075
tragón,1.934498
seccional,1.50515
denuncias,2.901458
lucía,3.31597
patrullero,2.897627
uniformado,2.539076
ingiero,1.799341
cuan,3.658393
supiste,3.863263
descansa,3.923865
placentera,2.845098
sillones,2.49693
confortables,2.252853
relajados,2.594393
blandos,2.764923
placenteros,2.033424
quietos,3.851931
tumbados,2.359835
apilado,1.959041
deconstrucción,1.30103
liza,3.104828
romina,1.518514
socias,2.158362
cupo,2.587711
equiparable,1.80618
asimilable,0.778151
imitable,0.477121
analogía,2.717671
contrastar,1.968483
cotejo,1.39794
elegí,3.604118
versus,2.766413
asociativo,1.0
compararse,2.914343
distinciones,2.432969
padecido,2.374748
comparsas,1.447158
corso,2.870989
corsos,2.274158
convida,1.857332
reparte,3.07664
presta,3.708676
distribuye,2.549003
solidariza,0.90309
prestada,3.188928
repartida,1.954243
colectiva,3.055378
comunitaria,2.622214
dividida,2.953276
equitativa,2.146128
generalidad,1.544068
mutual,2.385606
tardé,3.107549
distribuido,2.507856
coopero,2.045323
donado,2.748963
humanizado,1.342423
pluralidad,1.591065
solidarizar,0.845098
pío,2.946452
incidencia,2.173186
similaridad,1.322219
incompatible,2.305351
afines,2.303196
concordia,2.552668
compensado,2.421604
radicación,0.845098
reintegro,2.060698
resarcir,1.690196
compensa,2.893207
remunerar,0.845098
restituir,2.187521
revindicar,0.69897
subsana,1.230449
torneos,2.696356
incumbencias,0.69897
trofeos,3.150756
olimpia,2.591065
compete,2.225309
opositores,2.376577
pugnar,0.477121
ambiciones,3.207096
gue,2.08636
comadreja,3.026942
anularse,1.977724
adulador,2.676694
conformista,2.209515
demagogo,1.845098
satisfechos,3.135133
cohibida,1.886491
intrincada,2.0
rebuscada,1.633468
complicadas,3.169968
dificultosas,0.778151
completas,3.08636
habitacional,1.672098
abstruso,0.477121
entrelazado,1.845098
inseguridades,2.507856
hoteles,3.596157
mambos,1.322219
retorcidos,2.494155
emparejan,1.892095
fundirse,2.460898
suplementar,1.591065
suplementario,2.152288
coadyuvante,0.477121
complementa,1.838849
partícipe,2.232996
acompaño,3.654177
alimenticio,2.498311
congruencia,1.69897
nutricional,1.880814
suplir,1.982271
íntegra,2.1959
terminando,3.465383
redondear,2.079181
ultimar,2.017033
terminados,2.596597
enteros,3.173769
totales,2.525045
acabados,3.285332
finalizados,1.230449
incompletos,2.439333
ocupados,3.817698
pedidos,3.260071
plenos,2.190332
sándwiches,3.267406
compilado,2.068186
difícilmente,3.308991
mambo,2.846337
complejidades,2.245513
habitualmente,3.011993
implicaciones,2.865696
resolverlas,1.875061
enredada,2.488551
complacida,2.658965
compresa,2.322219
dificultosa,1.869232
enroscada,1.908485
entreverada,0.90309
embrollar,1.361728
complica,3.047664
dificultas,1.447158
rebuscar,2.187521
secuaz,2.499687
entorpecimiento,1.041393
rayuela,1.913814
aliados,3.66605
detectives,3.740915
indagatoria,1.681241
participes,2.348305
perdiz,2.487138
pícaros,2.320146
secuaces,2.820201
testigos,4.208092
trufa,2.477121
componen,2.471292
compongo,2.004321
integrados,2.30103
participantes,2.997823
uta,2.365488
comportarse,3.623766
portarse,2.996512
socialización,2.004321
coreografía,2.80956
formados,2.612784
naturalezas,2.167317
armador,2.170262
compostaje,1.0
enmienda,3.304059
regenerar,2.356026
adquiere,2.710117
adquirente,0.30103
adquisiciones,2.623249
compraste,3.763802
compulsivas,1.39794
navideñas,2.603144
asimila,1.681241
demagogia,1.851258
juzga,3.015779
técnicas,3.522183
aprehendido,2.041393
escuchan,3.71592
justificado,2.905256
entendedor,1.50515
lectora,2.292256
conciliador,1.973128
permeable,1.672098
reprensible,1.740363
apretarse,2.133539
cápsulas,3.064832
compactado,1.30103
ibuprofeno,2.352183
demostrable,1.681241
verificable,1.826075
probatorio,1.672098
verificado,2.934498
afirmado,2.222716
autenticado,1.591065
científicamente,2.883661
evaluando,2.592177
fehaciente,2.0
ratificado,2.053078
testeado,1.681241
fijarse,3.009876
inferir,1.977724
alianzas,2.843855
comprometedor,2.093422
formalizar,2.025306
intimar,2.472756
enjuiciar,2.365488
ligarse,2.276462
apalabrado,1.113943
prometido,4.045323
crucial,3.40002
cobrizo,1.380211
cumplidos,3.147985
conectada,3.28713
cpu,2.198657
intente,3.963599
combinados,2.61595
descompuestos,2.100371
orgánicos,2.7348
complementarios,1.977724
conformados,1.176091
atiborrado,1.80618
irrefrenable,1.908485
pulsión,1.380211
compulsivamente,2.149219
irritador,0.477121
archivador,2.320146
complutense,0.30103
tecnologías,2.919078
algoritmos,2.64836
computadas,1.041393
electrónicas,2.58995
ort,1.612784
trasmutar,0.69897
turner,3.790637
vulgares,2.860937
frecuentes,2.909556
insulsos,1.653213
ordinarios,2.687529
avisa,3.418798
difunde,2.713491
divulga,1.986772
luisito,1.556303
relator,1.662758
socializa,1.653213
entropía,2.294466
interpersonal,1.568202
cibernético,2.440909
comunicados,2.599883
informaciones,3.03623
interlocutores,1.518514
locuciones,0.60206
telecomunicaciones,2.61066
avisado,3.522444
emitida,2.488551
informador,2.767898
comentador,1.447158
comunicante,1.146128
vocero,2.733999
conectarse,3.003029
decirse,3.722222
hablarse,2.716838
halarse,0.30103
reubicarse,1.740363
humanitaria,2.693727
masones,2.788168
educativas,2.025306
aldeas,3.022428
colectividades,0.60206
originarias,1.716003
tobas,0.477121
catequesis,2.161368
comulgar,2.178977
mark,4.365525
stalin,3.302114
urss,2.856729
bolchevique,2.671173
libertador,2.4133
pensadores,2.621176
populista,1.623249
avec,2.863917
embarazarse,2.439333
fecundar,1.740363
incubar,1.913814
concejal,3.434729
deliberante,1.20412
delibera,1.633468
deliberar,2.480007
jurados,3.108565
concentrarse,3.472025
nace,3.461799
redondea,1.653213
enunciados,1.579784
nociones,2.584331
bivalvo,0.30103
clavel,2.482874
conchudo,1.278754
lora,2.372912
valva,1.079181
madonna,3.223755
reconciliarse,2.698101
reestablecer,2.271842
cortita,1.740363
formada,2.910091
precisó,1.380211
comprobaciones,2.394452
culmina,2.0
adecuación,1.20412
coexistir,2.421604
igualación,1.113943
abstracta,2.378398
determinada,2.997823
ejecuta,2.766413
pragmática,2.056905
resuelta,2.696356
fraudulento,2.271842
alabama,3.368101
canada,2.857332
ducado,2.363612
condesa,3.762078
dracula,2.209515
duquesa,3.475962
esteban,3.191451
montecristo,2.494155
nobiliario,1.672098
laureles,2.618048
nominación,2.781755
definitiva,3.395152
cláusula,3.009876
hereditaria,2.444045
resolutiva,0.60206
lineamiento,1.0
sesgado,1.80618
podria,4.074853
amordazar,1.70757
chantajear,2.778151
cooptar,0.30103
parapetar,0.30103
disposiciones,2.40654
adversas,2.190332
determinaciones,1.322219
estipulaciones,1.792392
insalubres,1.80618
regulares,3.084219
restricciones,3.133539
sazón,2.120574
sazonar,1.672098
aderezos,1.716003
mento,1.716003
saborizantes,1.30103
profiláctico,1.892095
maquinista,2.946452
maneja,3.737113
emerge,2.598791
induce,2.439333
maneje,3.188366
drive,3.186674
conductismo,0.69897
respetuosa,2.514548
rio,3.586812
inadecuadas,2.033424
vagas,2.463893
biliar,2.511883
transporta,2.848189
vesícula,2.630428
designado,3.084219
operante,1.579784
enchufado,2.357935
entripado,0.30103
localizado,3.468495
sincronizar,2.448706
rabbit,3.260071
liebres,2.499687
zanahorias,3.248219
enchufados,1.39794
inalámbricas,1.908485
lineales,2.25042
hechura,1.70757
confeti,2.352183
manufacturación,1.113943
exponente,1.908485
remota,3.288249
videoconferencia,1.886491
confesionario,2.684845
desahogarte,2.609594
sincerarse,1.939519
testimoniar,1.963788
sincerar,0.90309
fiabilidad,2.262451
fiar,3.338855
creíbles,2.371068
fiables,2.658011
confía,4.273719
dignos,2.999131
garantizados,2.342423
honestos,3.490661
sólidos,2.914343
confite,1.462398
credulidad,1.919078
obtenida,2.475671
fiarse,2.857332
trust,2.838219
probad,2.290035
confites,2.184691
corroborado,2.079181
joystick,1.90309
deacuerdo,2.762679
ratificar,2.139879
decoro,2.755112
dulcería,1.991226
repostero,1.653213
desamado,0.30103
reyerta,2.09691
bélicos,1.819544
divergencia,2.071882
evitarlos,2.728354
adepto,2.004321
compre,3.735759
estancarse,1.880814
agusto,2.139879
nice,3.052694
confrontarse,1.886491
afronta,2.340444
confronta,2.064458
cegado,2.810233
confucio,2.700704
cuestionarios,2.232996
dispersar,2.403121
desalentar,2.064458
desorientar,1.69897
despistar,2.518514
disuadir,2.4843
malinterpretar,2.181844
mesclar,0.778151
aturdida,2.664642
aturdimiento,2.136721
endurecido,2.392697
enfriado,2.567026
siberia,3.193959
hielos,2.394452
nevera,3.541829
refrigerador,3.635383
refrigerar,1.681241
platicar,2.715167
simposio,2.488551
soviets,1.681241
convertir,3.810837
alineación,2.962843
enterito,1.919078
agrupamientos,1.322219
cooperativos,1.924279
acompañando,2.541579
misma,5.028091
vas,5.553351
desconoce,2.856729
desconocen,2.320146
estudió,3.30771
sabedor,1.30103
indagador,1.079181
estudiarse,1.755875
explorarse,1.361728
familiarizarse,2.409933
interiormente,2.240549
percibirse,1.568202
psicoterapia,2.38739
saberse,3.021189
tratarse,3.405346
sabida,1.278754
afamada,1.39794
genocida,1.94939
parecida,3.34557
requerida,2.690196
sabidos,0.845098
vistos,3.199206
allegados,2.447158
cocidos,2.52763
habituales,3.171141
reconocidos,2.577492
adquiridos,2.060698
asocio,2.037426
adueña,1.78533
encuentran,4.054613
colono,2.40824
imperialista,2.432969
tiranos,2.781755
acusa,3.536937
lúcida,2.523746
repercusión,2.232996
drásticas,2.613842
inferencias,1.146128
terribles,3.819939
advertido,3.304275
congruente,1.851258
seguidora,2.257679
subsiguiente,2.09691
encadenado,3.088136
aconseja,2.860338
palmada,2.898725
sugerencias,3.205204
antitabaco,1.70757
orientaciones,1.672098
salariales,1.690196
sermón,3.476252
sobran,2.963788
dirimir,1.146128
malcriar,1.748188
consiente,2.691965
almíbar,2.322219
berenjenas,2.40654
conservadora,2.838849
enlatados,2.103804
guarde,3.522966
mantente,4.20287
preserva,2.146128
tómate,4.167022
pacato,0.477121
envasador,0.954243
guardador,1.176091
reaccionario,2.466868
laico,2.017033
helando,2.851258
aclarando,2.575188
analizando,3.153205
atendiendo,3.067071
creyendo,3.54108
deliberando,2.089905
gerundio,1.342423
reflexionando,2.414973
respetando,2.418301
teniendo,4.373427
viendo,4.563303
conceptuar,0.845098
considero,3.669131
cuidadosamente,3.57841
pensarlo,4.273094
porfavor,3.624282
consignación,1.792392
cumplirla,2.829304
lema,3.370698
premisa,2.692847
procura,3.24403
resuelve,3.333246
consiste,3.492062
cremosa,2.356026
firmé,3.226084
suculento,2.414973
morrocotudo,0.477121
consolador,2.74351
acariciando,2.526339
apaciguado,1.556303
aplacada,1.079181
asistido,2.937518
colapsado,2.612784
lloroso,1.94939
consola,2.997386
animando,2.647383
confortar,1.880814
continencia,1.230449
asonante,0.477121
dante,3.423246
tramar,2.298853
conclave,1.568202
confabular,1.342423
connivencia,1.832509
constanza,2.298853
ininterrumpido,2.093422
estella,2.390935
irigoyen,0.60206
estelares,2.811575
jura,3.446692
anagrama,2.431364
fabricaciones,1.041393
